TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,140223,140223,Eycott Hill,Eycott Hill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6695.91949,3.825810223,3,Mosaic,1.252162539,0.097660707,26,1.414973348,7.541666508,491,0,491,#N/A,0
Polygon,140515,140515,Eye Brook Reservoir,Eye Brook Reservoir,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,103629.046,5.0154815,3,Water bodies,2.010660147,0.30333867,5.25,0.720159303,9.493749857,557.5,0,557.5,#N/A,0
Polygon,169831,169831,Fafernie,Fafernie,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1998,22,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,924.8651629,2.966078421,2,Mosaic,2.525658295,0.402374593,63.85714286,1.805209483,4.449999946,400,70,470,#N/A,0
Polygon,135922,135922,Fair Isle,Fair Isle,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,78.61557671,1.895508605,6,Mosaic,5.596409439,0.74790948,538,2.730782276,7.847435915,126,6,132,#N/A,0
Polygon,139335,139335,"Fairwood, Pengwern and Welshmoor Commons","Fairwood, Pengwern and Welshmoor Commons",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,232519.2346,5.366458885,4,Mosaic,6.270901032,0.797329947,3.066666667,0.486666573,10.24821418,557,0,557,#N/A,0
Polygon,136427,136427,Fairy Holes Cave,Fairy Holes Cave,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,7588.86435,3.88017679,2,Mosaic,2.13073745,0.328529939,33,1.51851394,7.114583254,508,0,508,#N/A,0
Polygon,138776,138776,Fakenham Wood and Sapiston Great Grove,Fakenham Wood and Sapiston Great Grove,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,53935.36266,4.731873603,4,Mosaic,2.003489571,0.301787086,31.4,1.496929648,9.693750143,600.5,0,600.5,#N/A,0
Polygon,135195,135195,Fala Flow,Fala Flow,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1952,68,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,25227.66025,4.401876974,3,Mosaic,3.171735869,0.501297014,17,1.230448921,7.34583354,536,81,617,#N/A,0
Polygon,135965,135965,Fannich Hills,Fannich Hills,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,734.5094489,2.865997387,9,Mosaic,108.6501728,2.036030421,176.0132743,2.245545422,5.931231551,347.5,19.5,367,#N/A,0
Polygon,138520,138520,Farleton Knott,Farleton Knott,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,67242.3916,4.827643152,4,Mosaic,2.902743839,0.462808712,11,1.041392685,8.511666489,600,129,729,#N/A,0
Polygon,93037,93037,Farlington Marshes,Farlington Marshes,Local Nature Reserve,Local Nature Reserve,National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,416153.1041,5.619253138,8,Grassland,1.195980915,0.077724249,0,0,10.72500038,564,0,564,#N/A,0
Polygon,137312,137312,Farndale,Farndale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,15152.65982,4.180488873,4,Mosaic,1.58083241,0.198885831,37.2,1.57054294,8.143750072,470,0,470,#N/A,0
Polygon,555580954,555580954,Farnham Heath,Farnham Heath,Nature Reserve,Nature Reserve,National,0,2002,18,Joint governance,B,"RSPB, Grazier(s) ",GBR,263809.6017,5.421290598,4,Forest,1.615377326,0.208273983,3.5,0.544068044,10.0666666,594,0,594,#N/A,0
Polygon,555561784,555561784,Farnham Park,Farnham Park,Local Nature Reserve,Local Nature Reserve,National,0,2009,11,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,300312.2914,5.477573108,3,Mosaic,1.30910262,0.116973692,0,0,9.961111069,594,76,670,#N/A,0
Polygon,138733,138733,Farthing Downs and Happy Valley,Farthing Downs and Happy Valley,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,918011.5887,5.962848164,4,Mosaic,1.199513546,0.079005157,1.333333333,0.124938736,9.805555344,410,51,461,#N/A,0
Polygon,137670,137670,Feckenham Forest,Feckenham Forest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,395560.8721,5.597213326,3,Grassland,2.294382023,0.360665731,6.428571429,0.808114474,8.926190649,479,0,479,#N/A,0
Polygon,555581320,555581320,Felbrigg,Felbrigg,Nature Reserve,Nature Reserve,National,0,1973,47,Non-profit organisations,C,National Trust,GBR,41285.18269,4.615794211,5,Mosaic,2.337842923,0.368815328,18.71428571,1.272173256,9.545238086,519,0,519,#N/A,0
Polygon,137503,137503,Felbrigg Woods,Felbrigg Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,40549.48402,4.607985332,4,Mosaic,1.647460191,0.216814929,18.75,1.273001272,9.527083397,519,0,519,#N/A,0
Polygon,555580955,555580955,Fen Drayton,Fen Drayton,Nature Reserve,Nature Reserve,National,0,2007,13,Joint governance,B,"RSPB, Other",GBR,101499.9312,5.006465748,6,Water bodies,3.973756956,0.599201301,12.5,1.096910013,9.930208564,597,97,694,#N/A,0
Polygon,183413,183413,"Fenn'S, Whixall, Bettisfield, Wem & Cadney Mosses","Fenn'S, Whixall, Bettisfield, Wem & Cadney Mosses",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1994,26,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,40898.92053,4.611711846,4,Grassland,2.581246834,0.411829536,16.83333333,1.226170123,9.044999886,500.5,0,500.5,#N/A,0
Polygon,555624721,555624721,Feoch Meadows,Feoch Meadows,Nature Reserve,Nature Reserve,National,0,1988,32,Collaborative governance,B,Scottish Wildlife Trust,GBR,1035.242055,3.015041906,4,Forest,1.018116634,0.007797533,56.33333333,1.75076545,8.344444275,448,63,511,#N/A,0
Polygon,135572,135572,Feur Lochain - Moine nam Faoileann,Feur Lochain - Moine nam Faoileann,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,974.5060349,2.988784533,2,Mosaic,3.752901169,0.574367128,156.2222222,2.193742811,9.35740757,619,0,619,#N/A,0
Polygon,139289,139289,Fforestganol a Cwm Nofydd Woodlands,Fforestganol a Cwm Nofydd Woodlands,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1980,40,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,512564.689,5.709748684,3,Grassland,1.11344343,0.046668157,2.5,0.397940009,9.81666708,476,71,547,#N/A,0
Polygon,139836,139836,Fife Ness Coast,Fife Ness Coast,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1955,65,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,7240.800249,3.859786567,5,Water bodies,1.180394668,0.072027239,23.17510821,1.365021771,8.537500143,287,30,317,#N/A,0
Polygon,135363,135363,Fintulich,Fintulich,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2981.163733,3.474385829,2,Mosaic,1.047393137,0.020109724,37.59282183,1.575104926,7.478549049,566,94,660,#N/A,0
Polygon,136937,136937,Firle Escarpment,Firle Escarpment,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,144257.9235,5.159139677,4,Cropland,3.018012474,0.47972103,9.25,0.966141733,10.19791663,537,68,605,#N/A,0
Polygon,169840,169840,Firth of Forth,Firth of Forth,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1422168.322,6.152951001,13,Water bodies,74.20994954,1.870462136,12.06818182,1.081641845,8.72401126,0,0,0,#N/A,0
Polygon,137868,137868,Flamborough Head,Flamborough Head,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,54351.02241,4.735207718,9,Water bodies,3.171730425,0.501296268,28,1.447158031,9.234523909,392,0,392,#N/A,0
Polygon,4890,4890,Flamborough Headland,Flamborough Headland,Heritage Coast,Heritage Coast,National,0,1989,31,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,54948.47932,4.739955678,10,Water bodies,66.83663291,1.825014563,26.91803279,1.430043318,9.127976172,315,64,379,#N/A,0
Polygon,135702,135702,Flow of Dergoals,Flow of Dergoals,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1895.424407,3.277706469,3,Mosaic,1.697449581,0.229796883,88.33333333,1.946124619,8.58055528,492,76,568,#N/A,0
Polygon,136147,136147,Foinaven,Foinaven,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,948.670981,2.977115616,11,Mosaic,149.1072412,2.173498735,214.5451807,2.331518763,6.892243954,407.5,0,407.5,#N/A,0
Polygon,138892,138892,Folkestone To Etchinghill Escarpment,Folkestone To Etchinghill Escarpment,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,111687.6148,5.048005016,7,Mosaic,2.627636891,0.419565351,10,1,9.945833445,452.5,71,523.5,#N/A,0
Polygon,138898,138898,Folkestone Warren,Folkestone Warren,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,135774.6227,5.132818605,7,Water bodies,3.15685623,0.499254804,13.1972135,1.120482243,10.15416694,383,46,429,#N/A,0
Polygon,138752,138752,Fontmell and Melbury Downs,Fontmell and Melbury Downs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,60924.37707,4.784791097,5,Cropland,2.632555106,0.420377471,21.75,1.337459261,9.614583254,401,0,401,#N/A,0
Polygon,135471,135471,Forest of Alyth Mires,Forest of Alyth Mires,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,12050.63765,4.081010028,2,Mosaic,3.389301937,0.53011026,41.625,1.619354247,7.005208373,469,0,469,#N/A,0
Polygon,169845,169845,Forest of Clunie,Forest of Clunie,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,27036.61965,4.431952391,5,Mosaic,194.3639988,2.288615826,44.83971292,1.651662823,6.734509563,502.8181818,0,502.8181818,#N/A,0
Polygon,555581324,555581324,Formby,Formby,Nature Reserve,Nature Reserve,National,1,1967,53,Non-profit organisations,C,National Trust,GBR,132508.6349,5.12224418,8,Water bodies,4.445375171,0.647908419,8.666666667,0.937852093,9.904166698,331.5,0,331.5,#N/A,0
Polygon,136199,136199,Forsinard Bogs,Forsinard Bogs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1975,45,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,190.4357713,2.279748529,5,Mosaic,9.464519772,0.976098583,191.8,2.282848603,7.466250062,446,0,446,#N/A,0
Polygon,135911,135911,Foula,Foula,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1956,64,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,0,0,9,Grassland,13.12987263,1.118260513,649.88,2.812833172,8.438095195,329,0,329,#N/A,0
Polygon,135046,135046,Foula Coast,Foula Coast,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,0,0,5,Mosaic,2.224676099,0.347266789,658.0862973,2.818282848,8.512499809,329,0,329,#N/A,0
Polygon,137997,137997,Foulden Common,Foulden Common,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,36662.18662,4.564218364,4,Mosaic,1.387581674,0.142258555,38.66666667,1.587336735,9.686111132,613,104,717,#N/A,0
Polygon,138407,138407,Foulness,Foulness,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1993,27,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,229625.6769,5.36102045,10,Water bodies,109.2666967,2.038487814,15.04761905,1.177467788,10.21538463,467.2,0,467.2,#N/A,0
Polygon,169846,169846,Foulshaw Moss,Foulshaw Moss,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1996,24,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,55907.73948,4.747471933,5,Forest,3.466109658,0.539842298,17.66666667,1.247154615,8.848611037,715,131,846,#N/A,0
Polygon,555581325,555581325,Fountains and Studley Royal,Fountains and Studley Royal,Nature Reserve,Nature Reserve,National,0,1983,37,Non-profit organisations,C,National Trust,GBR,91189.63663,4.959945485,6,Mosaic,2.721630223,0.434829119,10.8,1.033423755,8.958333397,517,50,567,#N/A,0
Polygon,135852,135852,Foveran Links,Foveran Links,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,26159.86967,4.417635576,5,Cropland,2.033067366,0.308151769,9.157034943,0.961754871,8.375,447,92,539,#N/A,0
Polygon,555581326,555581326,Fowey,Fowey,Nature Reserve,Nature Reserve,National,0,1919,101,Non-profit organisations,C,National Trust,GBR,46831.17284,4.670535034,5,Mosaic,3.073952914,0.487697211,32.6,1.5132176,10.67638906,0,0,0,#N/A,0
Polygon,137989,137989,Foxley Wood,Foxley Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,32454.15773,4.511270343,3,Mosaic,1.23837727,0.092852972,13.5,1.130333768,9.495833397,478,0,478,#N/A,0
Polygon,555581328,555581328,Frensham Common,Frensham Common,Nature Reserve,Nature Reserve,National,0,1925,95,Non-profit organisations,C,National Trust,GBR,220029.0919,5.342480106,4,Mosaic,3.815843372,0.58159054,4.25,0.62838893,10.08958352,563,0,563,#N/A,0
Polygon,169848,169848,Freshwater East Cliffs to Skrinkle Haven,Freshwater East Cliffs to Skrinkle Haven,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1998,22,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,44402.13988,4.647403901,4,Mosaic,1.394988148,0.144570518,51.91677927,1.715307743,10.58888912,398,0,398,#N/A,0
Polygon,140307,140307,Freston and Cutler's Woods With Holbrook Park,Freston and Cutler's Woods With Holbrook Park,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,205924.4051,5.31370782,6,Cropland,1.417119422,0.15140645,1.8,0.255272505,9.789999962,493,0,493,#N/A,0
Polygon,137609,137609,"Frilford Heath, Ponds and Fens","Frilford Heath, Ponds and Fens",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,139795.3672,5.145492779,4,Mosaic,1.087427412,0.036400277,5,0.698970004,9.895833015,520,93,613,#N/A,0
Polygon,92993,92993,Fryent Country Park,Fryent Country Park,Local Nature Reserve,Local Nature Reserve,National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,1781649.396,6.250822245,3,Urban areas,1.068523684,0.028784153,0,0,10.67500019,462.5,0,462.5,#N/A,0
Polygon,138670,138670,Fulsby Wood,Fulsby Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,28520.65022,4.455159422,3,Mosaic,1.091167965,0.037891607,23.05699995,1.362802799,9.534109783,448,44,492,#N/A,0
Polygon,135776,135776,Gamrie and Pennan Coast,Gamrie and Pennan Coast,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1956,64,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,25525.63671,4.406976584,8,Grassland,3.141127906,0.497085621,43.71428571,1.640623386,8.24791646,419.3333333,0,419.3333333,#N/A,0
Polygon,139134,139134,Ganllwyd,Ganllwyd,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,7392.172491,3.868772092,4,Mosaic,2.809067822,0.448562225,50.83333333,1.706148589,8.404166698,455,0,455,#N/A,0
Polygon,139870,139870,Garabal Hill,Garabal Hill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1444.114086,3.159601504,5,Mosaic,9.051024816,0.956697756,41.33333333,1.61630043,6.671825409,373,0,373,#N/A,0
Polygon,135149,135149,Garbh Choire,Garbh Choire,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1996,24,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1066.775551,3.028073054,4,Mosaic,2.288293098,0.359511651,51.4,1.710963119,4.601666641,400,0,400,#N/A,0
Polygon,169852,169852,Garbh Shlios,Garbh Shlios,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1978,42,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,850.5903247,2.929720438,4,Mosaic,10.00780831,1.000338978,125.6923077,2.0993087,8.420238154,430,0,430,#N/A,0
Polygon,135389,135389,Garleton Hills,Garleton Hills,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,33966.85919,4.531055391,3,Cropland,1.322960433,0.121546856,13,1.113943352,8.269444466,506.5,85.5,592,#N/A,0
Polygon,555581640,555581640,Gelli Iago,Gelli Iago,Nature Reserve,Nature Reserve,National,0,1998,22,Non-profit organisations,C,National Trust,GBR,14916.29931,4.173661089,5,Mosaic,5.35915369,0.729096212,60,1.77815125,7.79236118,545,0,545,#N/A,0
Polygon,137852,137852,Gerrans Bay To Camels Cove,Gerrans Bay To Camels Cove,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,26209.69994,4.418462049,4,Mosaic,1.315510308,0.119094255,49.5,1.694605199,10.8305556,311,31,342,#N/A,0
Polygon,10973,10973,Gibraltar Point,Gibraltar Point,National Nature Reserve,National Nature Reserve,National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,33608.93119,4.526454702,9,Water bodies,4.371994328,0.64067959,43.33333333,1.636822098,9.670833588,535,0,535,#N/A,0
Polygon,555581334,555581334,Gibside,Gibside,Nature Reserve,Nature Reserve,National,0,1974,46,Non-profit organisations,C,National Trust,GBR,368334.7538,5.566242698,5,Mosaic,1.532447507,0.185385607,2.666666667,0.425968732,8.579166412,500,74,574,#N/A,0
Polygon,135707,135707,Glac na Criche,Glac na Criche,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,763.8426664,2.883003913,4,Mosaic,2.642837518,0.422070463,164.1666667,2.21528498,9.544444084,537,33.5,570.5,#N/A,0
Polygon,135467,135467,Gladhouse Reservoir,Gladhouse Reservoir,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1968,52,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,92373.49885,4.965547394,4,Water bodies,1.862333154,0.270057375,11.25,1.051152522,7.485416651,593,75,668,#N/A,0
Polygon,169857,169857,Glanllynnau a Glannau Pen-ychain i Gricieth,Glanllynnau a Glannau Pen-ychain i Gricieth,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,18431.61304,4.265563344,3,Water bodies,1.430443684,0.155470764,64.11265481,1.806943761,9.886110942,512,0,512,#N/A,0
Polygon,139379,139379,Glannau Aberdaron,Glannau Aberdaron,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1819.889944,3.260045125,4,Grassland,3.034950114,0.482151557,94.4,1.974971994,10.45238086,442,30,472,#N/A,0
Polygon,139724,139724,Glannau Rhoscolyn,Glannau Rhoscolyn,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1961,59,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,26797.47813,4.428093925,4,Mosaic,1.452155424,0.162013101,80.06462207,1.903440658,10.16666651,533.6666667,0,533.6666667,#N/A,0
Polygon,169858,169858,Glannau Tonfanau i Friog,Glannau Tonfanau i Friog,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1999,21,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14415.03415,4.158815676,5,Grassland,1.705335672,0.231809877,61.33333333,1.787696568,9.905555407,457.6666667,68,525.6666667,#N/A,0
Polygon,139375,139375,Glannau Ynys Gybi: Holy Island Coast,Glannau Ynys Gybi: Holy Island Coast,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,18180.32419,4.259601623,7,Mosaic,3.997366876,0.601774009,85.875,1.93386675,10.13541663,0,0,0,#N/A,0
Polygon,135477,135477,Glas Tulaichean,Glas Tulaichean,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,557.0498872,2.745894091,3,Mosaic,4.554243192,0.658416218,60.72727273,1.783383777,4.585606098,414.3333333,0,414.3333333,#N/A,0
Polygon,139376,139376,Glascwm and Gladestry Hills,Glascwm and Gladestry Hills,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14206.71639,4.152493711,3,Mosaic,24.05009405,1.381116779,36.9047619,1.567082408,7.893992235,480,0,480,#N/A,0
Polygon,139378,139378,Glaslyn,Glaslyn,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,16073.02502,4.206097621,6,Mosaic,4.34533882,0.638023645,53.42857143,1.727773562,9.797619002,572.6666667,93.66666667,666.3333334,#N/A,0
Polygon,138012,138012,Glasson Moss,Glasson Moss,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,26911.29223,4.429934552,4,Mosaic,2.246958429,0.351595038,16.75,1.224014811,9.129166603,519,84,603,#N/A,0
Polygon,135618,135618,Gleann Dubh,Gleann Dubh,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1965,55,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,5107.12166,3.708176204,3,Mosaic,4.87813817,0.688254097,96,1.982271233,8.459166718,510,0,510,#N/A,0
Polygon,174637,174637,Glen Affric,Glen Affric,National Nature Reserve,National Nature Reserve,National,0,2001,19,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,339.9210459,2.531378054,9,Mosaic,144.9223685,2.161135423,162.9381107,2.212022676,6.267377048,405,0,405,#N/A,0
Polygon,174670,174670,Glen App and Galloway Moors,Glen App and Galloway Moors,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2001,19,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,20470.92979,4.311137569,8,Mosaic,89.26681875,1.950690058,78.70879121,1.896023243,8.144198887,372,15,387,#N/A,0
Polygon,135962,135962,Glen Barisdale,Glen Barisdale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1977,43,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,317.3202148,2.50149774,5,Mosaic,10.71216796,1.029877374,198.9047619,2.298645181,6.884126958,344.75,0,344.75,#N/A,0
